title,article,published,article_id,question_1,question_2
"Zelenskyj: Bit ihop, fienden vill använda vintern mot oss","Ukrainas president Volodymyr Zelenskyj sa i sitt tal under natten mot måndag att ukrainarna måste bita ihop och förbereda sig på en besvärlig vinter, skriver TT. – Fienden vill verkligen använda vintern mot oss. Göra vinterkyla och umbäranden till en del av sin terror. Vi måste göra allt för att stå ut i vinter, hur jobbigt det än är, sa Zelenskyj.Han sa vidare att det ryska övertaget vad gäller ren vapenstyrka inte kan mäta sig med den ukrainska motivationen. – Vi kämpar för frihet och det mångdubblar vilken kraft som helst.",2022-12-05T05:24:37Z,0QB1jJ,Vad uppmanar Ukrainas president Volodymyr Zelenskyj ukrainarna att göra inför vintern?,Vad säger Ukrainas president Volodymyr Zelenskyj om den ukrainska motivationen jämfört med det ryska övertaget vad gäller ren vapenstyrka?
”Nördkrigarna” försöker sänka Rysslands ekonomi,"Inuti hemliga rum på det amerikanska finansdepartementet har advokater, revisorer, ekonomer och finanshajar jobbat i månader med att klämma åt den ryska ekonomin via sanktioner, uppger företrädare i intervjuer med CNN.– De är som våra nördkrigare, säger en av källorna.På ytan tycks den ryska ekonomin stå pall mot sanktionerna – rubeln är i dag värd mer än den var före invasionen, och försäljningen av olja och gas slår rekord.USA:s finansdepartementet vidhåller dock att sanktionerna fungerar, och gradvis orsakar långvariga ekonomiska skador.",2022-06-17T21:30:52Z,nWqQ8d,Vem har jobbat med att klämma åt den ryska ekonomin via sanktioner enligt företrädare i intervjuer med CNN?,"På ytan tycks den ryska ekonomin stå pall mot sanktionerna, men vad hävdar USA:s finansdepartementet om sanktionernas effekt?"
50 syriska bombexperter uppges jobba för Ryssland,Över 50 syriska bombtekniker som är experter på att tillverka råa sprängämnen och så kallade tunnbomber uppges vara på plats i Ukraina för att strida på den ryska sidan. Det uppger europeiska underrättelsekällor för The Guardian. Underrättelseofficerare i både USA och Europa ser de syriska bombexperternas närvaro som ett tecken på att Ryssland kan förbereda sig på att använda kemiska vapen i Ukraina. Tunnbomberna som syrierna uppges vara experter på är en slags sprängladdning som byggs i oljefat som sedan släpps från helikoptrar. Under kriget i Syrien anklagades regimen flera gånger för att ha fyllt dess sprängladdningar med klor.  ,2022-05-22T14:08:02Z,G3Eb1J,Vad är tunnbomber och hur används de i krig?,Varför tolkar underrättelsekällor syriska bombteknikers närvaro i Ukraina som en möjlig förberedelse för kemiska vapen?
GP/Sifo: Försvar och energi i topp hos väljarna,"Rysslands krig i Ukraina har skrivit om den politiska dagordningen i Sverige inför valet, enligt en undersökning från GP/Sifo. Mätningen visar att försvaret och energipolitiken seglat upp som väljarnas viktigaste frågor, tillsammans med sjukvården. – Det är jättespännande i och med att det är så ovanligt. Inte ens under slutet av 1980-talet, när muren föll, var försvarsfrågan särskilt viktig för väljarna, säger statsvetaren Jonas Hinnfors.Däremot är han inte säker på att det nyvunna intresse för försvarsfrågorna kommer att påverka själva valresultatet då skillnaderna mellan vad partierna tycker är små.",2022-03-16T13:59:49Z,ALmKxq,Vad visar en undersökning från GP/Sifo om politiska frågor inför valet i Sverige?,Hur tror statsvetaren Jonas Hinnfors att det ökade intresset för försvarsfrågor kommer att påverka valresultatet?
Kanada gör undantag för att skicka Nord Stream-turbin,"Kanada skickar tillbaka en renoverad Nord Stream-turbin till Tyskland för vidare transport till ryska Gazprom. Det möjliggörs av att regeringen i Ottawa fattat beslut om ett undantag i de ryska sanktionerna, rapporterar flera medier.Syftet är att ”stödja Europas möjlighet att få tillgång till driftsäker och prisvärd energi medan de fortsätter sin utfasning av rysk olja och gas”, skriver Kanadas miljöminister Jonathan Wilkinson i ett uttalande.Enligt Tyskland har Moskva kunnat använda underhållsfrågor som ursäkt för att strypa gasleveranserna till Nord Stream 1. Att lämna tillbaka turbinen omöjliggör sådana svepskäl, enligt Tyskland. Ukraina är däremot kritiskt och har vädjat till Kanada om att inte skicka tillbaka turbinen. Detta för att upprätthålla pressen på Ryssland.",2022-07-10T13:09:16Z,bGEWvA,Varför skickar Kanada tillbaka en renoverad Nord Stream-turbin till Tyskland?,Varför är Ukraina kritiskt till Kanadas beslut att skicka tillbaka turbinen?
Nytt paket till Ukraina från USA – utan stridsvagnar,"USA har under torsdagskvällen beslutat att skicka ett nytt stödpaket värt motsvarande drygt 25 miljarder kronor till Ukraina, rapporterar AP. Paketet innehåller bland annat 90 bepansrade fordon av modellen Stryker och 59 stridsfordon av modellen Bradley. Några stridsvagnar finns dock inte med i paketet.Tyskland pressas just nu av omvärlden att skicka stridsvagnar till Ukraina. De har under torsdagen uppgett att de kan skicka stridsvagnar om USA gör det först. Under fredagen ska de 50 länderna som hittills har skickat militärt stöd till Ukraina träffas i Tyskland. Frågan om stridsvagnar ses på förhand som den viktigaste under mötet.  ",2023-01-19T23:17:26Z,KnPVrX,Vad innehåller det nya stödpaketet som USA skickar till Ukraina?,Varför pressas Tyskland att skicka stridsvagnar till Ukraina?
Stakset i Ukraina under attacken: ”Gud bad mig åka”,"Hiphop-artisten Sebastian Stakset är hjälparbetare i Ukraina och befann sig i landet under måndagen i samband med Rysslands senaste attacker, skriver Göteborgs-Posten– Först var det Gud som bad mig åka. Jag bad för landet och Gud ville att jag skulle resa hit, säger Stakset.Stakset har varit i landet i flera omgångar sedan han i våras började jobba med hjälpsändningar till befolkningen i Ukraina. Han säger att han känner sig orolig för folket och hur de ska klara sig under vintern om Ryssland slår ut el, vatten och värme.",2022-10-11T10:20:50Z,8JQgPr,Vad tycker Saabs vd Micael Johansson om vapenanvändningen i Ukraina?,Vad visar Saabs delårsrapport om orderingången under andra kvartalet?
Saabs vd: ”Högintressant” hur vapnen används i Ukraina,"Saabs vd Micael Johansson tycker att det är tragiskt att vapen behövs i Ukraina, men han är samtidigt glad över att de gör nytta, säger han till TT. Och för försvarsbolaget ger det möjlighet att analysera hur vapnen används i praktiken.– Det är högintressant för oss att se hur de används, och hur kort tid det tar att lära sig att använda dem. Det är unikt, säger han.Saabs delårsrapport i veckan visade att orderingången ökade 76 procent under andra kvartalet – och ett svenskt Natointräde väntas stärka förvarsbolaget ytterligare.Sedan årsskiftet har Saabs aktie rusat 78 procent på Stockholmsbörsen.",2022-07-24T11:31:50Z,8Qej5A,Vad tycker Saabs vd Micael Johansson om vapen i Ukraina och varför?,Hur har Saabs aktie utvecklats på Stockholmsbörsen sedan årsskiftet?
Kreml förnekar: Putin ska inte pressa Lukasjenko,"Kreml förnekar spekulationerna om att president Vladimir Putin åker till Belarus i syfte att pressa Aleksandr Lukasjenko att ta en mer aktiv roll i kriget i Ukraina. Det skriver den statliga nyhetsbyrån RIA enligt Reuters.Rapporterna är ”grundlösa” och ”dåraktiga”, säger Kremls talesperson Dmitrij Peskov.Putins besök i Minsk i eftermiddag är hans första i landet på över tre år.",2022-12-19T12:09:18Z,rl8Bl8,Varför förnekar Kreml att Putin åker till Belarus i syfte att pressa Aleksandr Lukasjenko att ta en mer aktiv roll i kriget i Ukraina?,Vad är syftet med Putins besök i Minsk?
Brist på sjömän hot mot spannmålsexporten,"Spannmålsexporten genom Svarta havet inleddes på måndagen. Men för att den ska kunna fortsätta krävs att tillräckligt många sjömän är beredda att genomföra den farliga resan, skriver Der Spiegel.Runt 80 skepp befinner sig i Ukraina, skriver Reuters. Vid krigets inledning i februari hade de runt 2 000 sjömän ombord. Av dessa är bara 450 kvar i nuläget – utländsk personal har lämnat området medan många ukrainare har tagit upp vapen vid fronten. Det saknas alltså sjömän, och en del av de som finns är avvaktande.– I början blir det nog mest mindre båtar som vågar sig genom Svarta havet, säger Juan Luciano från det multinationella matvaruföretaget Archer-Daniels-Midland.",2022-08-01T11:40:17Z,8QeejA,Vad krävs för att spannmålsexporten genom Svarta havet ska kunna fortsätta?,Varför är det ont om sjömän som är beredda att genomföra den farliga resan?
Ryska tidningar: ”Våra soldater räddar världen”,"Statliga ryska tidningar fortsätter att förklara kriget med att Ryssland har trupper i Ukraina för att försöka bekämpa nazister, som enligt tidningarna stöds av västländerna. Det rapporterar BBC som har gått igenom några av alla artiklar som har skrivits om kriget sedan Ryssland firade ”segerdagen” den 9 maj.”Våra soldater och officerare räddar världen från nazismen, precis som våra fäder och farfäder en gång gjorde"", står det i tidningen Komsomolskaja Pravda.Tidningen skriver även att ”hela Europa beväpnade Hitler, precis som de beväpnar Zelenskyj”.",2022-05-11T14:15:16Z,8Q0yVE,Varför förklarar ryska tidningar kriget med att Ryssland bekämpar nazister?,Vad skriver tidningen Komsomolskaja Pravda om Europas roll i kriget i Ukraina?
Norske ledaren ringde upp Putin: ”Helt klart olika syn”,"Norges statsminister Jonas Gahr Støre har suttit i telefonsamtal med den ryske presidenten Vladimir Putin på torsdagen, rapporterar norska medier. Gahr Støre hade ”väldigt nyktra förväntningar” på det timslånga mötet, men säger att det är viktigt att Norge får förmedla sin syn på kriget.”Ingenting ska vara oprövat i den situation vi befinner oss i. Lidandet måste upphöra”, skrev han i ett pressmeddelande inför mötet.Vid en pressträff efter samtalet berättar Gahr Støre att han gjorde det klart för den ryske presidenten att Norge fördömer det som händer i Ukraina och att det är krigsförbrytelser. Han säger att Putin lyssnade på hans argument och svarade sakligt. – Det var ett städat samtal med tydliga budskap från båda håll. Vi har helt klart olika uppfattningar om det här kriget, säger han. ",2022-03-31T11:16:48Z,7dAKkw,Vilka budskap förmedlade Norges statsminister till Vladimir Putin under deras samtal?,Hur beskriver Jonas Gahr Støre samtalet med Putin?
Ukrainare deporteras till Ryssland: ”Bättre än att ligga död i Mariupol”,"Sedan krigets början har hundratusentals ukrainare förts till Ryssland mot sin vilja. Väl där möts de av löften om jobb och pengar och delas in i två läger: krigare och civila. Många kommer från de självutnämnda folkrepublikerna Donetsk och Luhansk, men också från mer nyligen ockuperade delar av Donbas och områden nära Charkiv och Kyiv. Ukrainas president Volodymyr Zelenskyy har kallat bortförandet av ukrainare för ”ett av Rysslands värsta krigsbrott”. Der Spiegel har träffat två av de tiotusentals ukrainare som lyckats ta sig vidare till Estland. ",2022-08-27T05:00:00Z,lV77P9,Vilka två läger delas de ukrainare in i som förts till Ryssland?,Vart har tiotusentals ukrainare tagit sig vidare till?
PKK ger sig in i Natodebatt: ”Böj er inte för Erdogan”,"Terrorstämplade PKK har för första gången uttalat sig om den pågående dragkampen om ett svenskfinskt Natomedlemskap, där den kurdiska organisationen kommit att spela en oväntad roll. Talespersonen Zagros Hiwa säger till norska VG att Turkiet har utnyttjat försvarsalliansen för att ”stilla kritik mot massakrer, invasioner och brott mot mänskliga rättigheter”. – Ni får inte böja er för pressen från Erdogan (Turkiets president reds. anm) bara för att göra honom medgörlig, säger han. Turkiet motiverar sitt motstånd mot ett svenskt Natomedlemskap med att Sverige ”stöttar terrororganisationerna PKK och YPG”. Den turkiska regeringen har bland annat framfört krav om att både Sverige och Finland ska lämna ut personer med påstådda kopplingar till PKK. ",2022-05-23T07:55:53Z,Or573A,Vad säger talespersonen Zagros Hiwa om Turkiet och Natomedlemskapet?,Vad har Turkiet framfört för krav?
Ett av världens största flygplan har förstörts i kriget,"Ett av världens största flygplan förstördes i striderna vid flygplatsen Antonov, som ryska trupper ockuperade i början av kriget och som Ukraina nyligen återtog kontrollen över. Det rapporterar flera medier.”Ryssarna kunde inte bygga något liknande, så de förstörde den”, sa Irpins borgmästare på lördagen enligt Sky News.Flygplanet Antonov AN-225, som kallades Mriya (dröm), designades på 80-talet i Ukraina, som då var en del av Sovjetunionen. 1988 flög den för första gången, rapporterar Sky News.",2022-04-03T05:25:25Z,x8jOkR,Vad hände med flygplanet Antonov AN-225 i striderna vid flygplatsen Antonov?,Vad kallas flygplanet Antonov AN-225?
Rapport: Hårda strider i öst – Ryssland försöker avancera,"Hårda strider pågår söder om staden Izium i östra Ukraina där ryska styrkor sannolikt försöker omringa ukrainska fästen, skriver det brittiska försvarsdepartementet i sin senaste lägesuppdatering. Enligt departementet uppges ryska styrkor ha tagit kontroll över staden Kreminna i området och försöker nu avancera mot städerna Slovjansk och Kramatorsk från norr och öster. Forskningsinstitutet The Study of War skriver att dessa försök till avancemang hittills har varit misslyckade.Samtidigt förbereder ukrainska styrkor ett försvar av staden Zaporizjzja längre västerut, inför en potentiell rysk attack från syd, enligt Storbritanniens uppgifter. ",2022-04-26T06:06:51Z,47wjA6,Vad skriver det brittiska försvarsdepartementet om striderna söder om Izium?,Vilken stad förbereder ukrainska styrkor ett försvar av enligt Storbritanniens uppgifter?
Moskva: Inget hemskt sker om vi utestängs från G20,"Inget hemskt kommer hända om USA och dess allierade utestänger Ryssland från G20, som består av betydande ekonomier samt EU, säger Kreml i ett uttalande enligt Reuters. Många av G20-länderna bedriver ändå ett ekonomiskt krig mot Moskva, hävdar Kremls talesperson Dmitrij Peskov.Peskov anklagar också USA:s president Joe Biden för att försöka avleda uppmärksamheten från sitt land genom att anklaga Ryssland för att ha kemiska och biologiska vapen. Ryssland hävdar att USA har kemiska och biologiska labb i Ukraina, vilket de inte ha lagt fram några bevis för.I går sa Biden bland annat att Nato kommer att svara om Ryssland använder kemiska eller biologiska vapen i Ukraina.",2022-03-25T11:08:57Z,Kz92ny,Vad säger Kremls talesperson Dmitrij Peskov om G20?,Vad anklagar Peskov USA:s president Joe Biden för?
Bandytruppen till VM uttagen – osäkert om den kan åka,"Svenska Bandyförbundet tog ut sin trupp för herrarnas VM i Ryssland mitt under Ukrainakrisen. På tisdagen gick förbundet ut med vilka som ska spela, men om resan kommer gå att genomföra är högst osäkert, säger sportchefen Karin Torneklint till TT. – Man får faktiskt ta beslutet väldigt nära avresa. Det enda vi vet är att vi inte vet, säger hon.  VM börjar den 27 mars och ska hållas i staden Syktyvkar i Komi-regionen. Det är utanför det område som utrikesdepartementet avråder ifrån. ",2022-02-22T11:12:40Z,8Q1LA1,Vilka problem uppstår för Svenska Bandyförbundets trupp för herrarnas VM i Ryssland?,Var ska herrarnas VM spelas?
Estland: Några år för rysk militär återuppbyggnad,"Det kommer sannolikt att ta Ryssland två till fyra år att åter bygga upp den militära förmågan till samma nivåer som landet hade innan kriget mot Ukraina. Den bedömningen gör Estlands försvarsminister Hanno Pevkur, enligt AFP.Under ett besök i Washington DC förutspår ministern ett utdraget krig och uppmanar väst att stå vid Ukrainas sida tills ”den fria världen” har segrat.",2022-10-19T03:34:47Z,kEEBRL,Hur lång tid tror Estlands försvarsminister att Ryssland behöver för att åter bygga upp den militära förmågan till samma nivåer som landet hade innan kriget mot Ukraina?,Vad uppmanar Estlands försvarsminister väst att göra?
Intern rysk kommunikation blottar stora logistikproblem,"Redan i början av Rysslands invasion av Ukraina hade de ryska soldaterna problem med logistik och kommunikationen sinsemellan. Det visar inspelningar av öppen, okrypterad radiokommunikation som New York Times publicerar.Tidningen har tagit del av hundratals inspelningar där soldater redan under invasionen av Makariv den 27 februari förgäves vädjar om mer bränsle och helikopterunderstöd.Inspelningarna visar även att de ryska trupperna redan då kan ha gjort sig skyldiga till krigsbrott, bland annat genom att beordra ett anfall på ett bostadsområde.På vissa inspelningar hörs även ukrainare som tar sig in på de öppna radiokanalerna och hånar de ryska soldaterna. Efter att en ryss sagt att han behöver hjälp att hitta flyktvägar får han svaret:– Buran, åk hem. Det är bättre att vara en avhoppare än att bli gödsel.",2022-03-25T04:47:07Z,dn2aoo,"Vad visar inspelningar av öppen, okrypterad radiokommunikation som New York Times publicerar?",Vad hände den 27 februari i Makariv enligt inspelningarna?
Ukraina: Omkring 17 700 ryska soldater dödade i kriget,"Omkring 17 700 soldater, 1 751 pansarfordon och 143 stridsflyg. Det bedömer Ukraina att Ryssland har förlorat sedan invasionen inleddes, skriver ukrainska utrikesdepartementet på Twitter.Tidigare under fredagen uppgav Ukraina att de ryska styrkorna runt huvudstaden Kyiv blivit tillbakatryckta, rapporterar Reuters. Striderna pågår dock fortfarande, och Nato-chefen Jens Stoltenberg har varnat för att de ryska trupperna inte retirerar, utan omgrupperar.Bland de områden som Ryssland uppges ha förlorat återfinns byn Hostomel, som ligger vid en viktig flygplats.",2022-04-01T14:11:24Z,bGrOQg,"Hur många soldater, pansarfordon och stridsflyg har Ukraina bedömt att Ryssland har förlorat sedan invasionen inleddes?",Vilket område som Ryssland uppges ha förlorat ligger vid en viktig flygplats?
Läcka visar Putins planer – finns hemlig strategi för att stegvis kontrollera Belarus ,"Kreml har tagit fram en plan för att integrera Belarus som en del av Ryssland, enligt ett avslöjande från Expressen och flera andra europeiska medier. Direktoratet för gränsöverskridande samarbete, som beskrivs som en ny del av Putins administration, ska ha tagit fram en strategi i tre olika steg fram till 2030 – vilket framgår av ett läckt dokument. Målet är att – på Rysslands villkor – kunna slutföra ”bildandet av unionsstaten Ryssland och Belarus”. I det innefattas gemensam militärledning, ”kontroll över informationsutrymmet i Belarus”, och rysk lag. Rysslandskännaren Martin Kragh, som tagit del av dokumentet, säger att planen inte indikerar att det är tal om en ”unionsstat”.– I grund och botten är det här ett dokument som handlar om hur Belarus ska integreras med Ryssland.Utöver Expressen står bland annat tyska Süddeutsche Zeitung, NDR och WDR bakom avslöjandet. ",2023-02-20T23:41:22Z,dwq68B,Vad beskrivs som en ny del av Putins administration som tagit fram en plan för att integrera Belarus som en del av Ryssland?,Vad är målet med planen som tagits fram av direktoratet för gränsöverskridande samarbete?
Analyser: Offensiva vapen innebär problem för Scholz,"Den tysktillverkade Leopard 2-stridsvagnen passar Ukraina bra eftersom den finns tillgänglig i många länder, däribland grannlandet Polen som sagt sig vilja leverera den typen. Det skriver The Guardians Peter Beaumont i en analys. Enligt Beaumont hämmas de ukrainska styrkorna av bristen på stridsvagnar samtidigt som Ryssland skickar in allt fler som är mer moderna än Ukrainas.Leveranser kräver ja från Tysklands förbundskansler Olaf Scholz och även om landet skickat militärt stöd präglas de än i dag av ”antimilitarism” sedan andra världskriget. Stridsvagnar ses som problematiska eftersom det är ett offensivt vapen, skriver han. Sky News USA-korrespondent Mark Stone beskriver ett allt mer omfattande stöd från amerikanskt håll, men konstaterar också att det senaste paketet saknar just stridsvagnar. Han frågar sig varför USA inte skickar typen M1 Abrams, och tror att det bland annat beror på dess tyngd och att geografin gör det mindre lämpligt än att skicka stridsvagnar från europeiska länder. Stone hänvisar också till egna källor och skriver att det från amerikanskt håll finns en oro för att provocera Vladimir Putin. ”Var – undrar politikerna i Washington – finns hans röda linjer?”",2023-01-20T17:14:02Z,MoPKvo,Varför passar den tysktillverkade Leopard 2-stridsvagnen Ukraina bra?,Varför ses stridsvagnar som problematiska enligt The Guardians Peter Beaumont?
Rapport: Mariupol kommer att falla inom kort,"Ryska styrkor kommer att ta kontroll över den belägrade hamnstaden Mariupol inom kort, skriver den amerikanska tankesmedjan Institute for the study of war (ISW) i en rapport.”Ryssarna kommer förmodligen att göra framsteg och ta kontroll över staden inom en snar framtid.”Hur mycket stridskraft ryssarna kan generera efter att ha övertagit Mariupol kommer sannolikt att avgöra huruvida man kan lansera ytterligare storskaliga offensiver i östra Ukraina, skriver tankesmedjan. Ryssland har den senaste tiden fortsatt att drabbas av stora förluster.",2022-03-27T08:25:17Z,7dGO0K,Vad säger den amerikanska tankesmedjan Institute for the study of war (ISW) om Ryska styrkors möjlighet att ta kontroll över den belägrade hamnstaden Mariupol?,Vad kan avgöra huruvida man kan lansera ytterligare storskaliga offensiver i östra Ukraina enligt tankesmedjan?
USA uppmanar familjer till anställda att evakuera,"USA har uppmanat familjer till anställda vid landets ambassad i Kiev att inleda evakueringarna från Ukraina redan på måndag, uppger en källa för Fox News.USA:s utrikesdepartementet väntas även uppmana amerikanska medborgare att lämna Ukraina med kommersiella flyg ”medan dessa fortfarande är tillgängliga”, enligt källan.Säkerhetsläget är spänt sedan Ryssland mobiliserat tiotusentals soldater vid Ukrainas gräns och enligt många bedömare är risken för en militäroffensiv stor.",2022-01-22T15:47:57Z,0GOO8J,Vad uppmanar USA familjer till anställda vid landets ambassad i Kiev att göra?,Vad är risken enligt många bedömare när det gäller Ukraina?
Transpondern stängs av – FT om hur Ryssland smugglar spannmål i Svarta havet,Felaktig dokumentation. Transpondrar som i brott mot internationell lag stängs av så ryska skepp inte syns för andra.Men satellitbilderna kommer Ryssland inte undan.Financial Times har pusslat ihop bitarna. Fram träder en bild av systematiskt fusk som kan användas av Ryssland för att undvika sanktioner och smuggla gods från Ukraina.,2022-07-02T13:00:00Z,662R1L,Vad har Ryssland gjort för att undvika sanktioner och smuggla gods från Ukraina?,Vilken tidning har pusslat ihop bitarna och beskriver ett systematiskt fusk?
Västländer: Ryssland tvättar propaganda genom FN,"I ett gemensamt uttalande slår flera väststater i FN:s säkerhetsråd fast att Ryssland använder rådet för att sprida desinformation och propaganda. Det rapporterar Reuters.Uttalandet gjordes på ett rådsmöte under fredagen. Mötet hölls på rysk begäran, då Ryssland återigen ville ta upp påståenden om att Ukraina utvecklar biologiska vapen.”Ryssland försöker återigen använda detta råd till att tvätta sin desinformation, sprida sin propaganda och rättfärdiga sin oprovocerade och brutala attack mot Ukraina”, skriver de sex staterna i uttalandet. Bakom uttalandet står USA, Frankrike, Norge, Albanien, Irland och Storbritannien. ",2022-03-18T18:43:05Z,0GxjkM,Vad har flera väststater i FN:s säkerhetsråd slagit fast om Ryssland?,Varför hölls rådsmötet på rysk begäran?
Italiensk polis stoppade pro-ryska cyberattacker,"Italiensk polis stoppade flera hackerattacker från pro-ryska grupper under finalen av Eurovision Song Contest, rapporterar Reuters. Enligt polisen handlar det om attacker mot nätverksinfrastruktur under både framträdanden och röstprocessen. Hackergrupperna Killnet och Legion har pekas ut som skyldiga. Ryssland har stoppats från att delta i årets Eurovision som en följd av landets invasion av Ukraina. It-säkerhetsexperten Anne-Marie Eklund Löwinder påpekade för Aftonbladet inför finalen att landet har ”en tendens att angripa sådant som de blivit portade från”. – Om man till exempel tittar på de Olympiska spelen så har cyberattacker stört varje Olympiskt spel sedan 2016, efter att de blivit anklagade för att använda dopingpreparat. ",2022-05-15T11:01:08Z,g6m0O9,Vilka hackergrupper stoppade italiensk polis under finalen av Eurovision Song Contest?,Varför har Ryssland stoppats från att delta i årets Eurovision?
Estland första Natoland att ställa sig bakom Zelenskyjs vädjan om flygförbud,Estlands parlament vill att FN ska upprätta en så kallad ”no-fly zone” över Ukraina. Det skriver parlamentet i ett pressmeddelande som skrivits under av president Jüri Ratas.De menar att ett flygförbud över landet skulle minska antalet civila offer i kriget. Ukrainas president Volodymyr Zelenskyj har flera gånger vädjat om att ett sådant förbud borde införas. Estland blir det första Natolandet att ställa sig bakom Zelenskyjs vädjan. Estland vill också att fler sanktioner ska riktas mot Ryssland och att Ukraina ska få status som ett kandidatland av EU så snabbt som möjligt. ,2022-03-14T17:00:00Z,BjEkGl,Vad vill Estlands parlament att FN ska upprätta över Ukraina?,Vad vill Estland också att fler sanktioner ska riktas mot?
”Startade som fredsprojekt – nu handlar det om krig”,"Att Eurovision skulle vara en opolitisk tillställning som endast handlar om musik är en utsliten lögn, tycker GP:s Johan Lindqvist. Det är ingen slump att Ukrainas Kalush Orchestra är favorittippade inför kvällens final med tanke på det krig som pågår i landet, skriver han. ”Eurovision song contest startade 1956 som ett fredsprojekt. I maj 2022 är det en musiktävling som tyvärr måste handla om krig.” DN:s Hanna Fahl tror att den stora uppmärksamheten runt Ukrainas bidrag främst handlar om känslor, snarare än politik.”Ingen som sett Ukrainas framträdande i Eurovision kan tvivla på att de lyckas bättre än de flesta med just det. Att med svarta blickar, vemodiga fraseringar, smarta harmonier, symbolik och storytelling och omständigheter, ladda sina tre minuter med innehåll”, skriver hon.Sveriges Cornelia Jakobs är det enda bidraget som får högsta betyg av SvD:s Ellinor Skagegård – men även hon spår en ukrainsk seger. ”Har något annat bidrag ens en chans?”",2022-05-14T10:47:40Z,5G70M1,Vad är Eurovision song contest och vad var dess ursprungliga syfte?,Varför tror Johan Lindqvist att Ukrainas Kalush Orchestra är favorittippade i Eurovision?
Frankrike flyttar tillbaka ambassaden till Kyiv,"Frankrike kommer att flytta tillbaka sin ambassad i Ukraina till Kyiv efter att de ryska styrkorna dragit sig tillbaka från huvudstaden, rapporterar Sky News.Liksom ett flertal andra västliga diplomatiska beskickningar flyttades den franska till Lviv i västra Ukraina kort efter krigsutbrottet då de ryska styrkorna närmade sig huvudstaden.Den franska ambassadflytten kommer ske ”mycket snart”, uppger den franske utrikesministern Jean-Yves Le Drian för sin ukrainske motsvarighet Dmytro Kuleba enligt Reuters.",2022-04-15T06:42:30Z,5GgRXm,Varför har Frankrike flyttat sin ambassad från Kyiv till Lviv?,När planerar Frankrike att flytta tillbaka sin ambassad till Kyiv?
Satellitbilder visar: Vägbana i vattnet och utbränt tåg,"Satellitbilder visar de stora skador som Kertjbron – som förbinder Krymhalvön med Ryssland – fick efter explosionen, skriver TT. Stora sjok av ena vägbanan har kollapsat och fallit ned i vattnet och på järnvägen står ett helt utbränt tåg.Ryska reparatörer arbetade i går febrilt med att reparera skadorna, och landet uppgav redan på eftermiddagen att trafiken återigen flöt på den oskadade vägbanan. Samtidigt säger Raied Karoumi, professor i brobyggnad på KTH, att det är riskabelt att släppa på trafiken igen och att det aldrig skulle ha hänt i Sverige, skriver Expressen.Kertjbron mellan Ryssland och Krym byggdes av Ryssland och invigdes av Vladimir Putin 2018. Den ses av många som en symbol för Rysslands olagliga ockupation av Krymhalvön.",2022-10-09T03:32:44Z,WRjzRj,Vem byggde Kertjbron och när invigdes den?,"Vad säger Raied Karoumi, professor i brobyggnad på KTH, om att släppa på trafiken igen efter explosionen på Kertjbron?"
Kreml varnar Sverige och Finland att gå med i Nato,"Ryssland varnar återigen Sverige och Finland för att gå med i Nato, skriver BBC. Kremls talesperson Dmitrij Peskov säger att militäralliansen är ett ”verktyg inriktat på konfrontation”.– Det är inte en sådan allians som säkerställer fred och stabilitet, och ytterligare expansion kommer inte att medföra utökad säkerhet till Europa, säger Peskov.Ryssland har även tidigare motsatt sig Natoansökningar från de nordiska grannarna. Om länderna går med i Nato ökar antalet medlemsländer från 30 till 32. ",2022-04-11T11:08:24Z,1O9ByW,Vad varnar Ryssland Sverige och Finland för?,Hur många medlemsländer skulle Nato ha om Sverige och Finland går med?
Zelenskyj varnar: ”Vi kommer först – ni kommer tvåa”,"Ukrainas president Volodymyr Zelenskyj varnar väst för att kriget som nu pågår i Europa inte kommer att stanna vid Ukraina. – Vi kommer först. Ni kommer att komma tvåa. För ju mer detta odjur äter, ju mer, mer och mer vill han ha, säger presidenten i en intervju med ABC News och syftar på den ryske presidenten Vladimir Putin. Zelenskyj upprepar också sin uppmaning till USA och Nato om att säkra ukrainskt luftrum för att hindra ryska flygattacker. Han säger att USA:s president Joe Biden ”kan göra mer” för att hjälpa landet. Presidenten har också skrivit under ett dekret där han kallar hem samtliga ukrainska soldater som deltar i FN:s fredsbevarande insatser runt om i världen, rapporterar NTB med hänvisning till ukrainska nyhetsbyrån Ukrinform.",2022-03-08T04:22:42Z,XqBm7B,Vad säger Ukrainas president Volodymyr Zelenskyj om kriget i Europa?,Vad har Ukrainas president skrivit under för att hjälpa landet i kriget?
NY Times om en växande paranoia i Arktis: ”Norge ser spioner överallt”,"Kriget i Ukraina och ett alltmer isolerat Ryssland har gjort att den europeiska oron för ryskt spionage och sabotage ökar. Kanske hade det varit ett sätt för Ryssland att skicka en signal om vad som väntar vid en bredare konflikt med väst, skriver The New York Times. På senare tid har flera misstänkta ryska spioner gripits i Europa, däribland Nederländerna, Norge och Sverige. Misstänkt verksamhet har också rapporterats i länder som Frankrike och Tyskland. Inte alla händelser kan emellertid koppas direkt till Kreml och på många platser har det blivit svårt att skilja vaksamhet med paranoia. Men möjligen har Norge lite mer skäl att oroa sig än andra, konstaterar tidningen.",2022-12-14T15:00:00Z,q1OXpm,Varför ökar den europeiska oron för ryskt spionage och sabotage?,Vilka länder har gripit misstänkta ryska spioner på senare tid?
